UTC	LocalTime	zapf(wted)	zapf(bwted)	Furby	Beam	Tstamp	Injector.snr	Injector.dm	Injector.width	Injector.prob	Heimdall.snr	Heimdall.dm	Heimdall.width	Heimdall.prob	Online.snr	Online.dm	Online.width	Online.prob	Offline.snr	Offline.dm	Offline.width	Offline.prob	Unnamed Furby_file	Actual.dm	Actual.width	Actual.snr
2019-03-12-12:38:57	19-03-12_22:38:57	0	0	furby_4321	338	59.7794704231	11.3482329183	3333.04929056	4.84797859916	1.0	10.4935	3342.13	5.24288	1.0	10.49349976	3342.13	5.24288	0.90089319	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-12:38:57_B338_S184631.dada	3331.21	6.226	11.4	
2019-03-12-14:21:01	19-03-13_00:21:01	0	0	furby_5921	245	306.991816311	10.245256459	3738.52254802	9.05369279518	1.0	10.2842	3744.6	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-14:21:01_B245_S939331.dada	3728.22	9.174	10.41	
2019-03-12-14:33:21	19-03-13_00:33:21	0	0	furby_5901	300	69.4309632006	13.5755775909	4945.18540288	16.7073648187	1.0	11.0467	4934.55	20.97152	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-14:33:21_B300_S215148.dada	4938.562	20.643	11.95	
2019-03-12-14:47:21	19-03-13_00:47:21	0	0	furby_5404	105	78.3533977248	14.5542139111	678.157600913	11.3501891259	1.0	12.979	668.235	10.48576	1.0	0.0	0.0	0.0	0.0	10.01	675.828	12.695	1.0	nan	FURBY_2019-03-12-14:47:21_B105_S239562.dada	677.054	13.762	12.18	
2019-03-12-14:47:21	19-03-13_00:47:21	0	0	furby_7970	220	166.881011003	39.1914840318	3325.92282666	5.83552120605	1.0	28.2517	3315.09	5.24288	1.0	28.25169945	3315.09	5.24288	0.62189616	11.23	3329.192	41.015	1.0	nan	FURBY_2019-03-12-14:47:21_B220_S511474.dada	3325.555	6.226	31.97	
2019-03-12-14:55:57	19-03-13_00:55:57	0	0	furby_6795	260	17.1880280698	12.021981483	3756.04632035	5.94079261594	1.0	8.05446	3744.6	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-14:55:57_B260_S54931.dada	3746.111	9.174	9.67	
2019-03-12-15:16:01	19-03-13_01:16:01	0	0	furby_9083	164	58.9949752499	40.7495669747	485.826925377	11.8788910999	1.0	28.8707	482.365	10.48576	1.0	28.87070084	482.365	10.48576	0.96290413	27.8	489.958	12.695	1.0	nan	FURBY_2019-03-12-15:16:01_B164_S180358.dada	484.355	13.762	29.16	
2019-03-12-15:16:01	19-03-13_01:16:01	0	0	furby_4039	204	116.454943184	18.8599313479	2983.92492538	9.64390860755	1.0	16.987	2982.71	10.48576	1.0	16.98699951	2982.71	10.48576	0.90224879	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-15:16:01_B204_S357360.dada	2985.765	13.762	17.67	
2019-03-12-15:22:33	19-03-13_01:22:33	0	0	furby_4829	69	287.510258059	45.351939928	877.714480694	2.45611365463	1.0	34.605	877.044	2.62144	1.0	34.60499954	877.044	2.62144	0.98427951	18.27	880.298	8.789	1.0	nan	FURBY_2019-03-12-15:22:33_B069_S877990.dada	876.979	2.949	36.47	
2019-03-12-15:46:17	19-03-13_01:46:17	0	0	furby_5886	123	21.8716582896	32.6140818984	4756.93672886	9.22869316167	1.0	23.0557	4738.38	10.48576	1.0	23.0557003	4738.38	10.48576	0.94312471	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-15:46:17_B123_S69885.dada	4755.465	9.174	26.12	
2019-03-12-15:54:45	19-03-13_01:54:45	0	0	furby_9750	18	291.425906706	16.7860054784	342.743181827	1.14213139626	1.0	12.0152	340.169	2.62144	1.0	12.01519966	340.169	2.62144	0.99589616	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-15:54:45_B018_S889587.dada	341.639	1.966	12.56	
2019-03-12-15:54:45	19-03-13_01:54:45	0	0	furby_5708	95	229.736532488	23.3563567167	293.590091199	6.60991235451	1.0	19.1515	294.988	5.24288	1.0	19.1515007	294.988	5.24288	1.0	18.27	290.649	8.789	1.0	nan	FURBY_2019-03-12-15:54:45_B095_S701293.dada	292.118	6.226	19.29	
2019-03-12-16:01:21	19-03-13_02:01:21	0	0	furby_5587	232	277.959033874	10.0814391865	189.502445479	11.290762581	1.0	9.15906	180.114	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-16:01:21_B232_S848388.dada	208.268	13.762	9.34	
2019-03-12-16:08:49	19-03-13_02:08:49	0	0	furby_6514	240	135.895021387	37.2017096327	4648.86294612	9.7720452549	1.0	28.8794	4624.43	10.48576	1.0	28.87940025	4624.43	10.48576	0.8486952	10.05	4612.498	41.015	1.0	nan	FURBY_2019-03-12-16:08:49_B240_S417785.dada	4649.599	9.174	31.4	
2019-03-12-16:08:49	19-03-13_02:08:49	0	0	furby_5296	294	236.847310729	32.8167103591	706.315025991	10.260687208	1.0	27.3221	703.566	10.48576	1.0	27.32209969	703.566	10.48576	0.95016456	22.44	699.227	12.695	1.0	nan	FURBY_2019-03-12-16:08:49_B294_S723266.dada	712.938	13.762	26.64	
2019-03-12-16:22:33	19-03-13_02:22:33	0	0	furby_6034	128	214.189079017	35.2848060629	975.685183342	14.4548554453	1.0	23.5386	986.081	20.97152	1.0	23.53860092	986.081	20.97152	0.96357206	22.95	976.318	18.554	1.0	nan	FURBY_2019-03-12-16:22:33_B128_S654296.dada	977.893	20.643	26.92	
2019-03-12-16:22:33	19-03-13_02:22:33	0	0	furby_5073	179	98.05984739	27.0805503033	1110.9058005	14.7720169582	1.0	19.9494	1098.67	10.48576	1.0	19.94939995	1098.67	10.48576	0.96781388	18.01	1112.772	18.554	1.0	nan	FURBY_2019-03-12-16:22:33_B179_S299987.dada	1112.746	13.762	20.54	
2019-03-12-16:29:13	19-03-13_02:29:13	0	0	furby_9429	199	90.9398510144	26.3488546136	278.239145301	10.8799816413	1.0	24.8389	282.801	10.48576	1.0	24.83889961	282.801	10.48576	0.96332286	21.78	271.953	12.695	1.0	nan	FURBY_2019-03-12-16:29:13_B199_S277709.dada	271.248	13.762	25.85	
2019-03-12-16:46:13	19-03-13_02:46:13	0	0	furby_9097	170	128.062423307	20.1709257105	2024.15658105	60.0093294549	1.0	14.9629	2001.32	83.88608	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-16:46:13_B170_S392150.dada	2058.745	69.136	16.01	
2019-03-12-16:46:13	19-03-13_02:46:13	0	0	furby_6482	221	400.667286658	11.136678021	151.326445777	13.942151508	1.0	8.75601	153.97	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-16:46:13_B221_S1222839.dada	152.798	9.174	8.4	
2019-03-12-17:03:49	19-03-13_03:03:49	0	0	furby_6490	33	699.687822695	38.4481673704	2831.82980844	5.60175138817	1.0	25.6298	2840.7	5.24288	1.0	25.6298008	2840.7	5.24288	0.99536244	11.57	2852.632	27.343	1.0	nan	FURBY_2019-03-12-17:03:49_B033_S2137146.dada	2835.509	6.226	29.4	
